#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-01-24T00:21:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e2a37fe0bc3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5e2a37fe0bc3&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=GLON&-out=GLAT&-out=Vmag&-out=B-V&-out=SpType&-out=RadVel&-out=RotVel&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=HD
#-out=ADS
#-out=VarID
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=Vmag
#-out=B-V
#-out=SpType
#-out=RadVel
#-out=RotVel
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F6.2)	?Galactic longitude (1)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	?Galactic latitude (1)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	RadVel	(I4)	? Heliocentric Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	RotVel	(I3)	? Rotational velocity, v sin i	[ucd=phys.veloc.rotat]
_RAJ2000;_DEJ2000;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;GLON;GLAT;Vmag;B-V;SpType;RadVel;RotVel
330.100417;-55.882778;8381;          ;208796;     ;         ;22 00 24.1;-55 52 58;337.68;-48.07; 6.01;-0.10;  B9IV-V            ;   3;
329.729167; -4.373056;8382;          ;208801;     ;         ;21 58 55.0;-04 22 23; 54.10;-43.03; 6.22; 1.00;  K2V               ; -44;
329.162917;+63.625556;8383;          ;208816;     ;VV Cep   ;21 56 39.1;+63 37 32;104.92;  7.05; 4.91; 1.77;  M2Iaep+B8Ve       ; -19;  0
329.296250;+66.156111;8384;          ;208947;     ;         ;21 57 11.1;+66 09 22;106.55;  9.00; 6.43;-0.05;  B2V               ;   2;250
330.032917; +6.717500;8385; 18    Peg;209008;     ;         ;22 00 07.9;+06 43 03; 65.80;-36.51; 6.00;-0.12;  B3III             ;  -7; 78
330.209167;-28.453611;8386; 12Eta PsA;209014;15536;13993    ;22 00 50.2;-28 27 13; 20.70;-52.44; 5.42;-0.09;  B8V               ;  -5;
330.840000;-56.786111;8387;   Eps Ind;209100;     ;         ;22 03 21.6;-56 47 10;336.28;-48.01; 4.69; 1.06;  K4-5V             ; -40;
329.722500;+62.698333;8388;          ;209112;     ;         ;21 58 53.4;+62 41 54;104.54;  6.16; 5.93; 1.67;  M3IIIab           ; -16;
329.845833;+57.658333;8389;          ;209124;     ;         ;21 59 23.0;+57 39 30;101.51;  2.13; 6.59; 0.03;  A0III-IV          ;  -3;
330.270833; +0.605000;8390; 28    Aqr;209128;     ;         ;22 01 05.0;+00 36 18; 59.95;-40.57; 5.58; 1.28; gK4                ;   7;
330.111667;+33.006111;8391;          ;209149;     ;         ;22 00 26.8;+33 00 22; 86.30;-17.44; 6.46;     ;  F5III             ;  -2; 40
330.272500;+13.119722;8392; 20    Peg;209166;15543;         ;22 01 05.4;+13 07 11; 71.68;-32.32; 5.60; 0.34;  F4III             ;   7; 20
330.288333; +8.257222;8393; 19    Peg;209167;     ;         ;22 01 09.2;+08 15 26; 67.43;-35.67; 5.65; 1.44; gK5                ; -23;
330.549583;-17.903611;8394;          ;209240;     ;         ;22 02 11.9;-17 54 13; 37.15;-50.04; 6.28; 1.01; gG7                ; -17;
329.462500;+74.996667;8395;          ;209258;     ;         ;21 57 51.0;+74 59 48;112.28; 15.84; 6.35; 1.56;  K5                ; -17;
330.610833;-16.964167;8396; 29    Aqr;209278;15562;DX Aqr   ;22 02 26.6;-16 57 51; 38.54;-49.74; 6.37; 0.42;  A2V+K0III         ;  15;
330.505833;+10.973889;8397;          ;209288;     ;14001    ;22 02 01.4;+10 58 26; 70.03;-33.98; 6.37;-0.10;  B5IIIn            ; -15;
330.821667;-29.904167;8398;          ;209335;     ;         ;22 03 17.2;-29 54 15; 18.43;-53.16; 7.10; 0.32;  F0IIIn            ; -12;
330.163750;+62.488056;8399;          ;209339;     ;13998    ;22 00 39.3;+62 29 17;104.58;  5.87; 6.66; 0.06;  B0IV              ; -20;213
329.812500;+73.180000;8400; 16    Cep;209369;     ;         ;21 59 15.0;+73 10 48;111.17; 14.38; 5.03; 0.44;  F5V               ; -21; 26
330.818333; -6.522500;8401; 30    Aqr;209396;     ;         ;22 03 16.4;-06 31 21; 52.41;-45.11; 5.54; 0.96;  K0III             ;  30;
330.828750; -2.155278;8402; 31Omi Aqr;209409;     ;Omi Aqr  ;22 03 18.9;-02 09 19; 57.44;-42.67; 4.69;-0.06;  B7IVe             ;  12;227
330.460833;+52.882222;8403;          ;209419;     ;         ;22 01 50.6;+52 52 56; 98.91; -1.89; 5.78;-0.11;  B5III             ; -22;
330.829167;+11.386389;8404; 21    Peg;209459;     ;         ;22 03 19.0;+11 23 11; 70.66;-33.92; 5.80;-0.07;  B9.5V             ;   0;  4
331.099583;-29.916667;8405; 13    PsA;209476;     ;         ;22 04 23.9;-29 55 00; 18.45;-53.40; 6.47; 1.63;  K5III             ;  23;
330.519167;+58.000556;8406; 14    Cep;209481;     ;LZ Cep   ;22 02 04.6;+58 00 02;102.01;  2.18; 5.56; 0.06;  O9Vn              ;  -7;130
330.736250;+44.650000;8407;          ;209515;15578;V1942 Cyg;22 02 56.7;+44 39 00; 94.08; -8.58; 5.60;-0.03;  A0IV              ;  -1; 98
331.153333;-26.822500;8408;          ;209522;     ;14011    ;22 04 36.8;-26 49 21; 23.58;-53.01; 5.96;-0.14;  B4IVne            ; -18;300
331.462083;-59.636111;8409;   Kap2Ind;209529;     ;         ;22 05 50.9;-59 38 10;332.26;-46.96; 5.62; 1.46;  K4III             ; -11;
331.197500; -0.906667;8410; 32    Aqr;209625;     ;         ;22 04 47.4;-00 54 24; 59.10;-42.22; 5.30; 0.23;  A5m               ;  20; 19
331.528750;-39.543333;8411;   Lam Gru;209688;     ;         ;22 06 06.9;-39 32 36;  2.22;-53.67; 4.46; 1.37;  K3III             ;  39;
331.143333;+32.941944;8412;          ;209693;15602;         ;22 04 34.4;+32 56 31; 86.97;-18.03; 6.38; 1.10;  G5Ia              ; -22;
331.420000; +5.058611;8413; 22Nu  Peg;209747;     ;14020    ;22 05 40.8;+05 03 31; 65.37;-38.64; 4.84; 1.44;  K4III             ; -16; 17
331.445833; -0.319722;8414; 34Alp Aqr;209750;     ;         ;22 05 47.0;-00 19 11; 59.93;-42.07; 2.96; 0.98;  G2Ib              ;   8; 17
331.297500;+26.673889;8415;          ;209761;     ;         ;22 05 11.4;+26 40 26; 82.85;-22.98; 5.78; 1.25;  K2III             ; -25;
330.970417;+63.119722;8416; 18    Cep;209772;     ;MO Cep   ;22 03 52.9;+63 07 11;105.26;  6.15; 5.29; 1.58;  M5IIIab           ;  -4;
330.947500;+64.627778;8417; 17Xi  Cep;209790;15600;         ;22 03 47.4;+64 37 40;106.15;  7.37; 4.29; 0.34;  A3/6Vm            ;  -6; 20
331.609167;-13.869722;8418; 33Iot Aqr;209819;     ;         ;22 06 26.2;-13 52 11; 43.51;-49.37; 4.27;-0.07;  B9IV-V            ; -10;169
331.394583;+28.963889;8419; 23    Peg;209833;     ;         ;22 05 34.7;+28 57 50; 84.49;-21.27; 5.70;-0.06;  B9Vn              ; -12;360
332.677083;-75.880556;8420;          ;209855;     ;         ;22 10 42.5;-75 52 50;314.37;-37.45; 6.55; 1.18;  K2IIICNII         ;  51;
331.318333;+46.744722;8421;          ;209857;     ;HT Lac   ;22 05 16.4;+46 44 41; 95.68; -7.14; 6.13; 1.61;  M4IIIab           ; -13;
331.460833;+45.112222;8422;          ;209932;     ;         ;22 05 50.6;+45 06 44; 94.77; -8.52; 6.44;-0.03;  A0V               ;  -4; 73
329.552917;+82.869722;8423;          ;209942;15571;         ;21 58 12.7;+82 52 11;117.67; 21.84; 6.98; 0.52;  F6IV-V            ; -22; 30
331.508333;+45.014444;8424;          ;209945;     ;14028    ;22 06 02.0;+45 00 52; 94.74; -8.61; 5.14; 1.57;  K5III             ; -23; 17
332.058333;-46.961111;8425;   Alp Gru;209952;     ;14040    ;22 08 14.0;-46 57 40;350.00;-52.47; 1.74;-0.13;  B7IV              ;  12;236
331.252083;+62.785556;8426; 20    Cep;209960;     ;Var?     ;22 05 00.5;+62 47 08;105.16;  5.81; 5.27; 1.41;  K4III             ; -21; 17
331.463333;+48.231667;8427;          ;209961;     ;V365 Lac ;22 05 51.2;+48 13 54; 96.64; -6.01; 6.27;-0.06;  B2V               ; -18;160
331.287083;+62.280000;8428; 19    Cep;209975;15624;         ;22 05 08.9;+62 16 48;104.87;  5.39; 5.11; 0.08;  O9.5Ib            ; -13; 33
331.551667;+45.248611;8429;          ;209993;     ;         ;22 06 12.4;+45 14 55; 94.91; -8.44; 6.19; 0.09;  A3V               ;  -2;
331.752917;+25.345000;8430; 24Iot Peg;210027;     ;14034    ;22 07 00.7;+25 20 42; 82.26;-24.26; 3.76; 0.44;  F5V               ;  -4;  7
332.095833;-32.988611;8431; 14Mu  PsA;210049;     ;         ;22 08 23.0;-32 59 19; 13.34;-54.46; 4.50; 0.05;  A2V               ;  12;226
332.980417;-76.116111;8432;          ;210056;     ;         ;22 11 55.3;-76 06 58;314.09;-37.34; 6.15; 1.00;  K0III             ;  25;
332.108333;-34.043889;8433;   Ups PsA;210066;     ;         ;22 08 26.0;-34 02 38; 11.53;-54.48; 4.99; 1.48;  M1III             ;  20;
331.556250;+56.343056;8434;          ;210071;     ;         ;22 06 13.5;+56 20 35;101.47;  0.52; 6.39;-0.10;  A0III             ; -20;
331.869167;+19.475556;8435;          ;210074;     ;         ;22 07 28.6;+19 28 32; 78.06;-28.77; 5.75;     ; dF2                ; -15; 49
331.875000;+18.000556;8436;          ;210090;     ;14039    ;22 07 30.0;+18 00 02; 76.93;-29.87; 6.35; 1.64;  M1                ; -10;
332.177917;-33.125556;8437;          ;210111;     ;         ;22 08 42.7;-33 07 32; 13.11;-54.53; 6.37; 0.20;  A2III/IV          ;  -4;
331.959583;+21.702778;8438; 25    Peg;210129;     ;         ;22 07 50.3;+21 42 10; 79.80;-27.15; 5.78;-0.10;  B7Vne             ; -52;250
332.245833;-18.519722;8439; 35    Aqr;210191;     ;         ;22 08 59.0;-18 31 11; 37.15;-51.76; 5.81;-0.17;  B2.5IV            ;  -5;
332.491667;-48.107222;8440;          ;210204;     ;         ;22 09 58.0;-48 06 26;348.06;-52.39; 6.43; 1.39;  K3III             ;  19;
332.071667;+25.543611;8441;          ;210210;     ;         ;22 08 17.2;+25 32 37; 82.64;-24.29; 6.11; 0.27;  F1IV              ;   2; 75
331.790000;+58.840833;8442;          ;210220;     ;         ;22 07 09.6;+58 50 27;103.04;  2.47; 6.32; 0.88;  G6III             ; -10;
331.856250;+53.307222;8443;          ;210221;     ;         ;22 07 25.5;+53 18 26; 99.84; -2.05; 6.14; 0.43;  A3Ib              ; -26; 26
332.482083;-34.014722;8444;          ;210271;     ;14049    ;22 09 55.7;-34 00 53; 11.58;-54.79; 5.37; 0.24;  A5V               ;   2;201
332.068750;+49.796389;8445;          ;210289;15659;         ;22 08 16.5;+49 47 47; 97.89; -4.97; 6.42;     ;  K5III             ;  17;
332.500417;-28.292500;8446;          ;210300;     ;         ;22 10 00.1;-28 17 33; 21.44;-54.42; 6.44; 0.15;  A5V               ;  11;
332.536667;-32.548333;8447; 15Tau PsA;210302;     ;         ;22 10 08.8;-32 32 54; 14.12;-54.81; 4.92; 0.48;  F6V               ; -15;
332.170833;+45.741944;8448;          ;210334;     ;AR Lac   ;22 08 41.0;+45 44 31; 95.56; -8.30; 6.11; 0.72;  G2IV+K0III        ; -35;
332.306667;+33.172222;8449; 27Pi 1Peg;210354;15672;         ;22 09 13.6;+33 10 20; 87.93;-18.45; 5.58; 1.00;  G8IIIb            ;  -6;
332.550000; +6.197778;8450; 26The Peg;210418;     ;14057    ;22 10 12.0;+06 11 52; 67.41;-38.71; 3.53; 0.08;  A2Vp              ;  -6;117
332.587917; -3.894167;8451;          ;210419;     ;         ;22 10 21.1;-03 53 39; 56.90;-45.11; 6.27;-0.01;  A1Vnn             ; -10;254
332.656250;-11.565000;8452; 38    Aqr;210424;     ;         ;22 10 37.5;-11 33 54; 47.36;-49.23; 5.46;-0.12;  B7III             ;   3; 18
332.640833; -4.267222;8453;          ;210434;     ;         ;22 10 33.8;-04 16 02; 56.51;-45.37; 6.01; 0.98;  K0III-IV          ; -18;
332.496667;+33.178333;8454; 29Pi 2Peg;210459;     ;         ;22 09 59.2;+33 10 42; 88.06;-18.54; 4.29; 0.46;  F5III             ;   2;139
332.579167;+19.616944;8455;          ;210460;     ;         ;22 10 19.0;+19 37 01; 78.74;-29.11; 6.18; 0.69;  G0V               ;  22;
332.592500;+14.630000;8456;          ;210461;15690;         ;22 10 22.2;+14 37 48; 74.85;-32.81; 6.33; 1.08;  K0III             ; -42;
332.760000;-21.232500;8457;          ;210464;     ;         ;22 11 02.4;-21 13 57; 33.20;-53.10; 6.09; 0.50;  F6V               ; -13;
332.655833;+11.624444;8458;          ;210502;     ;         ;22 10 37.4;+11 37 28; 72.39;-35.02; 5.78; 1.58;  M1III             ;  17;
332.625833;+20.978056;8459; 28    Peg;210516;     ;         ;22 10 30.2;+20 58 41; 79.80;-28.11; 6.46; 0.12;  A3III             ;   8;
332.715000;+30.553056;8460;          ;210594;     ;         ;22 10 51.6;+30 33 11; 86.51;-20.74; 6.32; 0.18;  A8IV              ;   4; 86
332.963750;+16.040556;8461;          ;210702;     ;         ;22 11 51.3;+16 02 26; 76.29;-32.02; 5.95; 0.95;  K1III             ;  11;
333.107500;-14.193889;8462; 39    Aqr;210705;     ;14068    ;22 12 25.8;-14 11 38; 44.03;-50.82; 6.03; 0.38;  F2V               ;  15;
332.791250;+50.823333;8463;          ;210715;15708;         ;22 11 09.9;+50 49 24; 98.86; -4.40; 5.40; 0.15;  A5V               ;  -8;126
333.239583;-26.327778;8464;          ;210739;     ;         ;22 12 57.5;-26 19 40; 24.97;-54.75; 6.17; 0.17;  A3V               ;  15;
332.713750;+58.201111;8465; 21Zet Cep;210745;     ;14066    ;22 10 51.3;+58 12 04;103.06;  1.67; 3.35; 1.57;  K1.5Ib            ; -18; 17
333.033333;+24.950000;8466;          ;210762;     ;         ;22 12 08.0;+24 57 00; 82.97;-25.30; 5.92; 1.51;  K0                ;  -3;
333.182500; -4.720833;8467;          ;210763;     ;         ;22 12 43.8;-04 43 15; 56.42;-46.07; 6.39; 0.50;  F7V               ;   2; 12
332.451667;+72.341111;8468; 24    Cep;210807;     ;         ;22 09 48.4;+72 20 28;111.28; 13.23; 4.79; 0.92;  G7II-III          ; -15; 19
332.877917;+59.414444;8469; 22Lam Cep;210839;     ;14069    ;22 11 30.7;+59 24 52;103.83;  2.61; 5.04; 0.25;  O6I(n)fp          ; -74;285
333.435000;-25.180833;8470;          ;210848;     ;         ;22 13 44.4;-25 10 51; 26.98;-54.70; 5.58; 0.49;  F6III-II          ; -28;
334.460417;-77.511667;8471;   Psi Oct;210853;     ;         ;22 17 50.5;-77 30 42;312.56;-36.59; 5.51; 0.31;  F3III             ;  17;
332.953333;+56.839444;8472;          ;210855;     ;         ;22 11 48.8;+56 50 22;102.38;  0.48; 5.24; 0.51;  F8V               ; -19;  0
332.563750;+72.111111;8473;          ;210873;     ;         ;22 10 15.3;+72 06 40;111.17; 13.03; 6.37;-0.06;  B9pHgMn:          ;  -3; 41
332.662083;+70.132778;8474;          ;210884;15719;         ;22 10 38.9;+70 07 58;110.00; 11.41; 5.50; 0.38;  F2V               ;   1;
333.199167;+34.604722;8475;          ;210889;     ;         ;22 12 47.8;+34 36 17; 89.46;-17.76; 5.33; 1.13;  K2-III-IIIb       ;  -7; 19
332.987083;+59.084722;8476;          ;210905;     ;         ;22 11 56.9;+59 05 05;103.68;  2.31; 6.30; 1.13;  K0III             ; -28;
333.660833;-41.381667;8477;          ;210918;     ;         ;22 14 38.6;-41 22 54;358.68;-54.97; 6.23; 0.65;  G5V               ; -18;
333.578333;-27.766944;8478; 16Lam PsA;210934;     ;         ;22 14 18.8;-27 46 01; 22.58;-55.28; 5.43;-0.16;  B8III             ;  -6; 38
333.007917;+60.759444;8479;          ;210939;     ;         ;22 12 01.9;+60 45 34;104.65;  3.68; 5.35; 1.17;  K1III             ;  -3;
333.575000;-21.074167;8480; 41    Aqr;210960;15753;         ;22 14 18.0;-21 04 27; 33.83;-53.78; 5.32; 0.80;  K0III+F2V         ; -24;
335.006250;-80.439722;8481;   Eps Oct;210967;     ;Eps Oct  ;22 20 01.5;-80 26 23;310.04;-34.50; 5.10; 1.47;  M5III             ;  12;
333.410833;+28.608333;8482;          ;211006;     ;         ;22 13 38.6;+28 36 30; 85.75;-22.64; 5.89; 1.15;  K2III             ; -19;
333.092917;+63.291389;8483;          ;211029;     ;         ;22 12 22.3;+63 17 29;106.14;  5.73; 5.79; 1.67;  M3IIIab           ; -14;
333.896250;-44.451944;8484;          ;211053;     ;         ;22 15 35.1;-44 27 07;353.42;-54.42; 6.10; 1.02;  G8-K0III          ;  -4;
333.469583;+39.715000;8485;          ;211073;15758;14076    ;22 13 52.7;+39 42 54; 92.76;-13.75; 4.49; 1.39;  K3III             ; -11; 17
333.903750;-41.346667;8486;   Mu 1Gru;211088;     ;         ;22 15 36.9;-41 20 48;358.65;-55.16; 4.79; 0.80;  G8III+G           ;  -7;
333.455417;+45.440833;8487;          ;211096;     ;         ;22 13 49.3;+45 26 27; 96.12; -9.07; 5.53; 0.04;  A0III             ;  -9;111
334.110833;-41.627500;8488;   Mu 2Gru;211202;     ;         ;22 16 26.6;-41 37 39;358.11;-55.26; 5.10; 0.92;  G8III             ;  13;
333.685000;+42.953889;8489;          ;211211;     ;         ;22 14 44.4;+42 57 14; 94.81;-11.20; 5.71; 0.00;  A2Vnn             ; -38;245
333.456250;+63.162500;8490;          ;211242;     ;         ;22 13 49.5;+63 09 45;106.20;  5.53; 6.11;-0.08;  B8Vn              ;  12;
333.999167; +8.549444;8491;          ;211287;     ;         ;22 15 59.8;+08 32 58; 70.86;-38.13; 6.21; 0.02;  A1Vn              ;   0;305
334.155833;-25.898333;8492;          ;211291;     ;         ;22 16 37.4;-25 53 54; 25.98;-55.48; 6.15; 1.11;  K1II/III          ;  26;
333.220417;+73.307222;8493;          ;211300;15764;14078    ;22 12 52.9;+73 18 26;112.05; 13.88; 6.08; 1.01;  K0II-III+A3V      ;   1;
333.758333;+57.043611;8494; 23Eps Cep;211336;     ;Eps Cep  ;22 15 02.0;+57 02 37;102.86;  0.40; 4.19; 0.28;  F0IV              ;  -1; 86
334.140000; -1.596389;8495;          ;211356;     ;         ;22 16 33.6;-01 35 47; 60.82;-44.98; 6.15; 0.19;  A5Vn              ;   1;199
334.200417;-12.831389;8496; 42    Aqr;211361;     ;         ;22 16 48.1;-12 49 53; 46.72;-51.16; 5.34; 1.14; gK0                ;  13;
334.249167;-23.140000;8497;          ;211364;     ;         ;22 16 59.8;-23 08 24; 30.73;-54.95; 6.17; 1.05;  G5                ;  -2;
333.992500;+37.748889;8498;  1    Lac;211388;     ;         ;22 15 58.2;+37 44 56; 91.93;-15.59; 4.13; 1.46;  K3-II-III         ;  -8; 19
334.208333; -7.783333;8499; 43The Aqr;211391;     ;         ;22 16 50.0;-07 47 00; 53.51;-48.62; 4.16; 0.98;  G8III-IV          ; -15; 17
334.219167; -9.040000;8500;          ;211392;     ;14095    ;22 16 52.6;-09 02 24; 51.90;-49.30; 5.79; 1.16; gK3                ;  12;
334.565000;-53.627778;8501;          ;211415;     ;         ;22 18 15.6;-53 37 40;339.03;-51.39; 5.37; 0.60;  G3V               ; -14;
334.625417;-60.259722;8502;   Alp Tuc;211416;     ;         ;22 18 30.1;-60 15 35;330.22;-47.96; 2.86; 1.39;  K3III             ;  42;
334.123750;+27.804167;8503;          ;211432;     ;         ;22 16 29.7;+27 48 15; 85.75;-23.66; 6.37; 0.99;  G9III             ;  16;
334.277083; -5.387222;8504; 44    Aqr;211434;     ;14100    ;22 17 06.5;-05 23 14; 56.54;-47.35; 5.75; 0.88;  G6III             ;   7;
337.905833;-85.967222;8505;   Ups Oct;211539;     ;         ;22 31 37.4;-85 58 02;305.61;-30.41; 5.77; 1.02;  K0III             ;  19;
334.110417;+57.220278;8506;          ;211554;     ;         ;22 16 26.5;+57 13 13;103.12;  0.43; 5.88; 0.93;  G8III             ;  -8;
334.517917; -0.237778;8507;          ;211575;     ;         ;22 18 04.3;-00 14 16; 62.64;-44.42; 6.39; 0.44;  F3V               ;  17; 12
334.753333;-13.305000;8508; 45    Aqr;211676;     ;         ;22 19 00.8;-13 18 18; 46.45;-51.85; 5.95; 1.06; gG7                ;  30;
335.150833;-57.510000;8509;          ;211726;     ;         ;22 20 36.2;-57 30 36;333.47;-49.71; 6.34; 1.37;  K3-4III           ; -34;
334.734167;+37.769444;8510;          ;211797;15828;         ;22 18 56.2;+37 46 10; 92.44;-15.91; 6.17; 0.28;  A9IIIp            ;   7;
334.552917;+62.804444;8511; 25    Cep;211833;     ;         ;22 18 12.7;+62 48 16;106.41;  4.96; 5.75; 1.26;  K3III             ;  -2;
335.049583; -7.821111;8512; 46Rho Aqr;211838;     ;         ;22 20 11.9;-07 49 16; 54.15;-49.34; 5.37;-0.06;  B8IIIpMn:Hg:      ;  -9; 72
335.115000; +5.789444;8513; 30    Peg;211924;15847;14122    ;22 20 27.6;+05 47 22; 69.30;-40.86; 5.37;-0.02;  B5IV              ;  -8; 32
335.232500; +8.186667;8514;          ;211976;     ;         ;22 20 55.8;+08 11 12; 71.63;-39.25; 6.17; 0.44;  F6V               ;  10;  7
336.153333;-72.255556;8515;   Nu  Ind;211998;     ;         ;22 24 36.8;-72 15 20;316.86;-40.67; 5.29; 0.65;  A3V:+F9V          ;  21;
335.398333;-21.598333;8516; 47    Aqr;212010;     ;         ;22 21 35.6;-21 35 54; 33.84;-55.56; 5.13; 1.07;  K2III             ;  49;
335.250417;+26.935278;8517;          ;212047;     ;14127    ;22 21 00.1;+26 56 07; 86.05;-24.96; 6.47; 1.59;  M4III             ;  -4;
335.414167; -1.387222;8518; 48Gam Aqr;212061;15864;14132    ;22 21 39.4;-01 23 14; 62.18;-45.84; 3.84;-0.05;  A0V               ; -15; 57
335.165000;+50.980833;8519;          ;212071;     ;         ;22 20 39.6;+50 58 51;100.20; -5.11; 6.42;     ;  K2                ;  -9;
335.379583;+12.205278;8520; 31    Peg;212076;     ;IN Peg   ;22 21 31.1;+12 12 19; 75.27;-36.43; 5.01;-0.13;  B2IV-Ve           ;  10;134
335.682917;-45.947778;8521;   Pi 1Gru;212087;     ;Pi1 Gru  ;22 22 43.9;-45 56 52;350.28;-55.16; 6.62; 2.01;  S5,7e             ; -20;
335.330417;+28.330556;8522; 32    Peg;212097;15863;         ;22 21 19.3;+28 19 50; 87.03;-23.88; 4.81; 0.00;  B9III             ;   8; 81
335.256667;+46.536667;8523;  2    Lac;212120;15862;14130    ;22 21 01.6;+46 32 12; 97.79; -8.86; 4.57;-0.10;  B6V               ; -10; 47
335.783333;-45.928611;8524;   Pi 2Gru;212132;     ;         ;22 23 08.0;-45 55 43;350.28;-55.23; 5.62; 0.36;  F3III-IV          ;  20;
334.585000;+76.488056;8525;          ;212150;     ;         ;22 18 20.4;+76 29 17;114.26; 16.27; 6.66; 0.00;  A1Vn              ; -18;165
336.462500;-75.015556;8526;          ;212168;     ;         ;22 25 51.0;-75 00 56;314.28;-38.73; 6.04; 0.64;  G3V               ;  14;
336.293750;-70.431667;8527;          ;212211;     ;         ;22 25 10.5;-70 25 54;318.51;-41.99; 5.78; 0.38;  F3III             ;   4;
335.462083;+42.078333;8528;          ;212222;     ;         ;22 21 50.9;+42 04 42; 95.41;-12.66; 6.41;-0.08;  B5V               ; -18;
335.878750;-24.762500;8529; 49    Aqr;212271;     ;         ;22 23 30.9;-24 45 45; 28.53;-56.78; 5.53; 0.99; gG9                ; -11;
335.883750; -7.194444;8530;          ;212320;     ;         ;22 23 32.1;-07 11 40; 55.66;-49.69; 5.93; 1.00;  G6IIIBaII         ; -14;
336.235000;-57.797222;8531;          ;212330;     ;         ;22 24 56.4;-57 47 50;332.61;-50.04; 5.32; 0.67;  G3IV              ;   8;
335.915000;+20.848333;8532; 33    Peg;212395;15896;         ;22 23 39.6;+20 50 54; 82.41;-30.16; 6.04;     ;  F7V               ; -23;
336.028750; -4.836944;8533; 51    Aqr;212404;15902;         ;22 24 06.9;-04 50 13; 58.72;-48.44; 5.78;-0.04;  A0V               ;   6; 65
336.112917;-13.529444;8534; 50    Aqr;212430;     ;         ;22 24 27.1;-13 31 46; 47.12;-53.13; 5.76; 0.97;  G6.5III           ; -21;
335.750833;+57.284444;8535;          ;212454;     ;         ;22 23 00.2;+57 17 04;103.90;  0.00; 6.16;-0.13;  B8III-IV          ; -13;
335.975833;+38.573611;8536;          ;212487;     ;         ;22 23 54.2;+38 34 25; 93.74;-15.80; 6.22; 0.49;  F5IV:             ;   5; 10
335.750833;+62.420000;8537;          ;212495;     ;         ;22 23 00.2;+62 25 12;106.66;  4.33; 6.04; 0.05;  A1V               ; -15;165
335.890000;+52.229167;8538;  3Bet Lac;212496;     ;         ;22 23 33.6;+52 13 45;101.26; -4.30; 4.43; 1.02;  G8.5IIIbCa1       ; -10; 17
